CHEMICAL_NAME	STUDY_TITLE	ACCESSION_NUMBER	DEPOSITOR_STUDY_NUMBER	ORGANIZATION_NAME	START_DATE	END_DATE	DOSE	DOSE_UNIT	NTP_TOXICOLOGY_TYPE	NTP_TDMS_NUMBER	TIME_IN_STUDY	TIME_IN_STUDY_UNIT	GROUP_NAME	IS_CONTROL_GROUP	TREATMENT_GROUP_TYPE	ROUTE	SUBJECT_NAME	SPECIES_COMMON_NAME	SEX	STRAIN	ALA	ALA_UNIT	ALP	ALP_UNIT	ALPHR	ALPHR_UNIT	AP_CREAT	AP_CREAT_UNIT	ASP_CREAT	ASP_CREAT_UNIT	ASP_HR	ASP_HR_UNIT	AST	AST_UNIT	AVA	AVA_UNIT	BILI	BILI_UNIT	CA	CA_UNIT	CL	CL_UNIT	CREAT	CREAT_UNIT	CREAT_HR	CREAT_HR_UNIT	CRTN_16	CRTN_16_UNIT	CRTN_24	CRTN_24_UNIT	CRTN_48	CRTN_48_UNIT	DECALOL	DECALOL_UNIT	GALAC	GALAC_UNIT	GGT	GGT_UNIT	GGT_CREAT	GGT_CREAT_UNIT	GGT_HR	GGT_HR_UNIT	GLUC	GLUC_UNIT	GLUC_HR	GLUC_HR_UNIT	GLU_CREAT	GLU_CREAT_UNIT	GLU_HR_TIS	GLU_HR_TIS_UNIT	K	K_UNIT	KETONE	KETONE_UNIT	LDH_CREATN	LDH_CREATN_UNIT	MG	MG_UNIT	NA	NA_UNIT	NAG	NAG_UNIT	NAG_CREAT	NAG_CREAT_UNIT	NAG_HR	NAG_HR_UNIT	PH	PH_UNIT	PHOS	PHOS_UNIT	PROTEIN	PROTEIN_UNIT	PRO_CREAT	PRO_CREAT_UNIT	PRO_G_HR	PRO_G_HR_UNIT	PRPB	PRPB_UNIT	PRPB_HR	PRPB_HR_UNIT	RNASE	RNASE_UNIT	SDH	SDH_UNIT	SPGRAV	SPGRAV_UNIT	TCN_LT	TCN_LT_UNIT	TSPROT	TSPROT_UNIT	UBGEN	UBGEN_UNIT	UPRO_CRTN	UPRO_CRTN_UNIT	UREA_CONC	UREA_CONC_UNIT	UREA_HR	UREA_HR_UNIT	URINE_VOL	URINE_VOL_UNIT	UR_BLD	UR_BLD_UNIT	UR_CLAR	UR_CLAR_UNIT	UR_COLOR	UR_COLOR_UNIT	UR_PROT	UR_PROT_UNIT	UR_PROT_HR	UR_PROT_HR_UNIT	UR_VOL_HR	UR_VOL_HR_UNIT
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			32	ppm		0519603.ss	70	day	C04308_0519603_11				0188_03	Rat	Male	Fischer 344			13	U/L	4.0625	mU/hr																																																							15.8	U/L			4.9375	mg/hr	7																		1.078	ratio																									0.3125	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			32	ppm		0519603.ss	42	day	C04308_0519603_11				0188_03	Rat	Male	Fischer 344			13	U/L	2.4375	mU/hr																																																							23.3	U/L			4.36875	mg/hr	7																		1.068	ratio																									0.1875	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			32	ppm		0519603.ss	14	day	C04308_0519603_11				0188_03	Rat	Male	Fischer 344			11	U/L	2.40625	mU/hr																																																							15.6	U/L			3.4125	mg/hr	7																		1.06	ratio																									0.21875	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			32	ppm		0519603.ss	70	day	C04308_0519603_11				0189_03	Rat	Male	Fischer 344			4	U/L	0.75	mU/hr																																																							21.8	U/L			4.0875	mg/hr	6.5																		1.064	ratio																									0.1875	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			32	ppm		0519603.ss	42	day	C04308_0519603_11				0189_03	Rat	Male	Fischer 344			9	U/L	1.125	mU/hr																																																							33.2	U/L			4.15	mg/hr	7																		1.093	ratio																									0.125	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			32	ppm		0519603.ss	14	day	C04308_0519603_11				0189_03	Rat	Male	Fischer 344			5	U/L	0.9375	mU/hr																																																							19.7	U/L			3.69375	mg/hr	7																		1.068	ratio																									0.1875	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			32	ppm		0519603.ss	42	day	C04308_0519603_11				0190_03	Rat	Male	Fischer 344			17	U/L	3.71875	mU/hr																																																							16.1	U/L			3.521875	mg/hr	7.5																		1.064	ratio																									0.21875	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			32	ppm		0519603.ss	14	day	C04308_0519603_11				0190_03	Rat	Male	Fischer 344			5	U/L	1.40625	mU/hr																																																							14.7	U/L			4.134375	mg/hr	7																		1.052	ratio																									0.28125	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			32	ppm		0519603.ss	70	day	C04308_0519603_11				0190_03	Rat	Male	Fischer 344			4	U/L	1.25	mU/hr																																																													7																		1.048	ratio																									0.3125	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			4	ppm		0519603.ss	13	week	C04308_0519603_05				0021_03	Rat	Male	Fischer 344			15	U/L	2.34375	mU/hr																																																							24.3	U/L			3.796875	mg/hr	6																		1.068	ratio																									0.15625	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			4	ppm		0519603.ss	13	week	C04308_0519603_05				0022_03	Rat	Male	Fischer 344			19	U/L	4.15625	mU/hr																																																							25	U/L			5.46875	mg/hr	6																		1.072	ratio																									0.21875	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	70	day	C04308_0519603_03				0143_03	Rat	Male	Fischer 344			11	U/L	4.125	mU/hr																																																							14.3	U/L			5.3625	mg/hr	7																		1.066	ratio																									0.375	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	70	day	C04308_0519603_03				0144_03	Rat	Male	Fischer 344			14	U/L	3.5	mU/hr																																																							15.5	U/L			3.875	mg/hr	7.5																		1.056	ratio																									0.25	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	42	day	C04308_0519603_03				0144_03	Rat	Male	Fischer 344			12	U/L	3.75	mU/hr																																																							19.4	U/L			6.0625	mg/hr	7																		1.038	ratio																									0.3125	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	14	day	C04308_0519603_03				0144_03	Rat	Male	Fischer 344			5	U/L	2.1875	mU/hr																																																							23.1	U/L			10.10625	mg/hr	6.5																		1.064	ratio																									0.4375	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	14	day	C04308_0519603_03				0145_03	Rat	Male	Fischer 344			1	U/L	0.46875	mU/hr																																																							12.4	U/L			5.8125	mg/hr	6.5																		1.06	ratio																									0.46875	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	42	day	C04308_0519603_03				0145_03	Rat	Male	Fischer 344			9	U/L	2.25	mU/hr																																																							18.4	U/L			4.6	mg/hr	7																		1.058	ratio																									0.25	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	70	day	C04308_0519603_03				0145_03	Rat	Male	Fischer 344			9	U/L	2.8125	mU/hr																																																							18.6	U/L			5.8125	mg/hr	7																		1.058	ratio																									0.3125	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	42	day	C04308_0519603_03				0146_03	Rat	Male	Fischer 344			22	U/L	6.875	mU/hr																																																							17.7	U/L			5.53125	mg/hr	6.5																		1.046	ratio																									0.3125	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	70	day	C04308_0519603_03				0146_03	Rat	Male	Fischer 344			8	U/L	3.5	mU/hr																																																							13	U/L			5.6875	mg/hr	7																		1.07	ratio																									0.4375	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	14	day	C04308_0519603_03				0146_03	Rat	Male	Fischer 344			4	U/L	2	mU/hr																																																							14.8	U/L			7.4	mg/hr	6.5																		1.054	ratio																									0.5	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	14	day	C04308_0519603_03				0147_03	Rat	Male	Fischer 344			7	U/L	1.96875	mU/hr																																																							19.7	U/L			5.540625	mg/hr	6.5																		1.056	ratio																									0.28125	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	70	day	C04308_0519603_03				0147_03	Rat	Male	Fischer 344			8	U/L	3.75	mU/hr																																																							9.4	U/L			4.40625	mg/hr	8																		1.038	ratio																									0.46875	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	42	day	C04308_0519603_03				0147_03	Rat	Male	Fischer 344			16	U/L	4	mU/hr																																																							18.1	U/L			4.525	mg/hr	7																		1.052	ratio																									0.25	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	14	day	C04308_0519603_03				0148_03	Rat	Male	Fischer 344			4	U/L	1.75	mU/hr																																																							10.7	U/L			4.68125	mg/hr	6.5																		1.056	ratio																									0.4375	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	42	day	C04308_0519603_03				0148_03	Rat	Male	Fischer 344			10	U/L	3.125	mU/hr																																																							19.3	U/L			6.03125	mg/hr	7																		1.046	ratio																									0.3125	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	70	day	C04308_0519603_03				0148_03	Rat	Male	Fischer 344			10	U/L	3.125	mU/hr																																																							17.8	U/L			5.5625	mg/hr	6.5																		1.048	ratio																									0.3125	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	42	day	C04308_0519603_03				0149_03	Rat	Male	Fischer 344			21	U/L	3.9375	mU/hr																																																							20.6	U/L			3.8625	mg/hr	6.5																		1.052	ratio																									0.1875	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	70	day	C04308_0519603_03				0149_03	Rat	Male	Fischer 344			6	U/L	0.9375	mU/hr																																																							4.8	U/L			0.75	mg/hr	8																		1.072	ratio																									0.15625	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	14	day	C04308_0519603_03				0149_03	Rat	Male	Fischer 344			7	U/L	3.5	mU/hr																																																							12.6	U/L			6.3	mg/hr	7																		1.06	ratio																									0.5	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	14	day	C04308_0519603_03				0150_03	Rat	Male	Fischer 344			3	U/L	1.40625	mU/hr																																																							12.6	U/L			5.90625	mg/hr	6.5																		1.058	ratio																									0.46875	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	42	day	C04308_0519603_03				0150_03	Rat	Male	Fischer 344			13	U/L	4.0625	mU/hr																																																							14.6	U/L			4.5625	mg/hr	7																		1.042	ratio																									0.3125	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			2	ppm		0519603.ss	70	day	C04308_0519603_03				0150_03	Rat	Male	Fischer 344			15	U/L	3.75	mU/hr																																																							12.2	U/L			3.05	mg/hr	8																		1.054	ratio																									0.25	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			32	ppm		0519603.ss	13	week	C04308_0519603_11				0051_03	Rat	Male	Fischer 344			5	U/L	1.09375	mU/hr																																																							11	U/L			2.40625	mg/hr	8.5																		1.078	ratio																									0.21875	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			32	ppm		0519603.ss	13	week	C04308_0519603_11				0052_03	Rat	Male	Fischer 344			12	U/L	1.875	mU/hr																																																							24.5	U/L			3.828125	mg/hr	6.5																		1.078	ratio																									0.15625	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			32	ppm		0519603.ss	13	week	C04308_0519603_11				0053_03	Rat	Male	Fischer 344			6	U/L	0.9375	mU/hr																																																							11	U/L			1.71875	mg/hr	8.5																		1.072	ratio																									0.15625	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			32	ppm		0519603.ss	13	week	C04308_0519603_11				0054_03	Rat	Male	Fischer 344			7	U/L	1.75	mU/hr																																																							15.7	U/L			3.925	mg/hr	7																		1.045	ratio																									0.25	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			32	ppm		0519603.ss	13	week	C04308_0519603_11				0055_03	Rat	Male	Fischer 344			3	U/L	0.46875	mU/hr																																																							22.1	U/L			3.453125	mg/hr	7																		1.08	ratio																									0.15625	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			32	ppm		0519603.ss	13	week	C04308_0519603_11				0056_03	Rat	Male	Fischer 344			11	U/L	1.375	mU/hr																																																							41.9	U/L			5.2375	mg/hr	7																		1.099	ratio																									0.125	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			32	ppm		0519603.ss	13	week	C04308_0519603_11				0057_03	Rat	Male	Fischer 344			3	U/L	0.65625	mU/hr																																																							11.5	U/L			2.515625	mg/hr	8.5																		1.075	ratio																									0.21875	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			32	ppm		0519603.ss	13	week	C04308_0519603_11				0058_03	Rat	Male	Fischer 344			11	U/L	2.0625	mU/hr																																																							25.9	U/L			4.85625	mg/hr	7																		1.069	ratio																									0.1875	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			32	ppm		0519603.ss	13	week	C04308_0519603_11				0059_03	Rat	Male	Fischer 344			4	U/L	0.625	mU/hr																																																							24.9	U/L			3.890625	mg/hr	7																		1.078	ratio																									0.15625	mL/hr
Sodium Selenite	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02833-0002-0000-0		NTP			32	ppm		0519603.ss	13	week	C04308_0519603_11				0060_03	Rat	Male	Fischer 344			7	U/L	1.53125	mU/hr																																																							10.2	U/L			2.23125	mg/hr	8.5																		1.057	ratio																									0.21875	mL/hr
Sodium Dichromate Dihydrate (VI)	3-Month Evaluation of the Toxicity (C20114) of Sodium Dichromate Dihydrate (VI) (7789-12-0) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02819-0002-0000-4		NTP			1000	mg/L		2011401.ss	17	day	C20114_2011401_11				0179_01	Rat	Male	Fischer 344			169	U/L			173.156	mU/mg	10.246	mU/mg			10	U/L									97.6	mg/dL																			56	mg/dL			0.574	mg/mg													15.3	U/L	15.676	mU/mg			7																		1.064	ratio							1.742	mg per mg per n													170	mg/dL			0.1	mL/hr
Sodium Dichromate Dihydrate (VI)	3-Month Evaluation of the Toxicity (C20114) of Sodium Dichromate Dihydrate (VI) (7789-12-0) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02819-0002-0000-4		NTP			1000	mg/L		2011401.ss	17	day	C20114_2011401_11				0180_01	Rat	Male	Fischer 344			157	U/L			132.155	mU/mg	12.626	mU/mg			15	U/L									118.8	mg/dL																			65	mg/dL			0.547	mg/mg													12.9	U/L	10.859	mU/mg			7																		1.062	ratio							0.926	mg per mg per n													110	mg/dL			0.05416666666666666666666666666666667	mL/hr
Sodium Dichromate Dihydrate (VI)	3-Month Evaluation of the Toxicity (C20114) of Sodium Dichromate Dihydrate (VI) (7789-12-0) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02819-0002-0000-4		NTP			1000	mg/L		2011401.ss	17	day	C20114_2011401_12				0231_01	Rat	Female	Fischer 344																																																																																																															0.004166666666666666666666666666666667	mL/hr
Sodium Dichromate Dihydrate (VI)	3-Month Evaluation of the Toxicity (C20114) of Sodium Dichromate Dihydrate (VI) (7789-12-0) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02819-0002-0000-4		NTP			1000	mg/L		2011401.ss	17	day	C20114_2011401_12				0232_01	Rat	Female	Fischer 344			85	U/L									17	U/L																																															21	U/L					7.5																		1.14	ratio																									0.01666666666666666666666666666666667	mL/hr
Sodium Dichromate Dihydrate (VI)	3-Month Evaluation of the Toxicity (C20114) of Sodium Dichromate Dihydrate (VI) (7789-12-0) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02819-0002-0000-4		NTP			1000	mg/L		2011401.ss	17	day	C20114_2011401_12				0233_01	Rat	Female	Fischer 344			108	U/L			79.179	mU/mg	5.865	mU/mg			8	U/L									136.4	mg/dL																			77	mg/dL			0.565	mg/mg													16	U/L	11.73	mU/mg			7																		1.088	ratio							0.557	mg per mg per n													76	mg/dL			0.05416666666666666666666666666666667	mL/hr
Sodium Dichromate Dihydrate (VI)	3-Month Evaluation of the Toxicity (C20114) of Sodium Dichromate Dihydrate (VI) (7789-12-0) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02819-0002-0000-4		NTP			1000	mg/L		2011401.ss	17	day	C20114_2011401_12				0234_01	Rat	Female	Fischer 344			132	U/L			123.596	mU/mg	8.427	mU/mg			9	U/L									106.8	mg/dL																			50	mg/dL			0.468	mg/mg													11.4	U/L	10.674	mU/mg			6.5																		1.06	ratio							0.506	mg per mg per n													54	mg/dL			0.05416666666666666666666666666666667	mL/hr
Sodium Dichromate Dihydrate (VI)	3-Month Evaluation of the Toxicity (C20114) of Sodium Dichromate Dihydrate (VI) (7789-12-0) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02819-0002-0000-4		NTP			1000	mg/L		2011401.ss	17	day	C20114_2011401_12				0235_01	Rat	Female	Fischer 344			66	U/L			53.055	mU/mg	12.058	mU/mg			15	U/L									124.4	mg/dL																			43	mg/dL			0.346	mg/mg													10.9	U/L	8.762	mU/mg			9																		1.084	ratio							0.41	mg per mg per n													51	mg/dL			0.02916666666666666666666666666666667	mL/hr
Sodium Dichromate Dihydrate (VI)	3-Month Evaluation of the Toxicity (C20114) of Sodium Dichromate Dihydrate (VI) (7789-12-0) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02819-0002-0000-4		NTP			1000	mg/L		2011401.ss	17	day	C20114_2011401_12				0236_01	Rat	Female	Fischer 344			135	U/L			80.742	mU/mg	8.373	mU/mg			14	U/L									167.2	mg/dL																			65	mg/dL			0.389	mg/mg													12.9	U/L	7.715	mU/mg			7																		1.12	ratio							0.526	mg per mg per n													88	mg/dL			0.0375	mL/hr
Sodium Dichromate Dihydrate (VI)	3-Month Evaluation of the Toxicity (C20114) of Sodium Dichromate Dihydrate (VI) (7789-12-0) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02819-0002-0000-4		NTP			1000	mg/L		2011401.ss	17	day	C20114_2011401_12				0237_01	Rat	Female	Fischer 344																																																																																																																
Sodium Dichromate Dihydrate (VI)	3-Month Evaluation of the Toxicity (C20114) of Sodium Dichromate Dihydrate (VI) (7789-12-0) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02819-0002-0000-4		NTP			1000	mg/L		2011401.ss	17	day	C20114_2011401_12				0238_01	Rat	Female	Fischer 344			69	U/L			62.05	mU/mg	9.892	mU/mg			11	U/L									111.2	mg/dL																			45	mg/dL			0.405	mg/mg													10.1	U/L	9.083	mU/mg			9																		1.068	ratio							0.495	mg per mg per n													55	mg/dL			0.02916666666666666666666666666666667	mL/hr
Sodium Dichromate Dihydrate (VI)	3-Month Evaluation of the Toxicity (C20114) of Sodium Dichromate Dihydrate (VI) (7789-12-0) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02819-0002-0000-4		NTP			1000	mg/L		2011401.ss	17	day	C20114_2011401_12				0239_01	Rat	Female	Fischer 344			99	U/L			101.852	mU/mg	6.173	mU/mg			6	U/L									97.2	mg/dL																			39	mg/dL			0.401	mg/mg													11.7	U/L	12.037	mU/mg			7																		1.06	ratio							0.37	mg per mg per n													36	mg/dL			0.02916666666666666666666666666666667	mL/hr
Sodium Dichromate Dihydrate (VI)	3-Month Evaluation of the Toxicity (C20114) of Sodium Dichromate Dihydrate (VI) (7789-12-0) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02819-0002-0000-4		NTP			1000	mg/L		2011401.ss	17	day	C20114_2011401_12				0240_01	Rat	Female	Fischer 344			57	U/L			49.308	mU/mg	8.651	mU/mg			10	U/L									115.6	mg/dL																			47	mg/dL			0.407	mg/mg													9.9	U/L	8.564	mU/mg			9																		1.072	ratio							0.433	mg per mg per n													50	mg/dL			0.03333333333333333333333333333333333	mL/hr
Sodium Dichromate Dihydrate (VI)	3-Month Evaluation of the Toxicity (C20114) of Sodium Dichromate Dihydrate (VI) (7789-12-0) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02819-0002-0000-4		NTP			125	mg/L		2011401.ss	17	day	C20114_2011401_05				0141_01	Rat	Male	Fischer 344			104	U/L			124.402	mU/mg	5.981	mU/mg			5	U/L									83.6	mg/dL																			33	mg/dL			0.395	mg/mg													9.7	U/L	11.603	mU/mg			7																		1.063	ratio							1.28	mg per mg per n													107	mg/dL			0.2375	mL/hr
Sodium Dichromate Dihydrate (VI)	3-Month Evaluation of the Toxicity (C20114) of Sodium Dichromate Dihydrate (VI) (7789-12-0) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02819-0002-0000-4		NTP			125	mg/L		2011401.ss	17	day	C20114_2011401_05				0142_01	Rat	Male	Fischer 344			219	U/L			192.782	mU/mg	10.563	mU/mg			12	U/L									113.6	mg/dL																			45	mg/dL			0.396	mg/mg													13.4	U/L	11.796	mU/mg			7																		1.06	ratio							1.743	mg per mg per n													198	mg/dL			0.1208333333333333333333333333333333	mL/hr
Sodium Dichromate Dihydrate (VI)	3-Month Evaluation of the Toxicity (C20114) of Sodium Dichromate Dihydrate (VI) (7789-12-0) in F344 Rats Exposed via Dosed Water. NTP Special Study	002-02819-0002-0000-4		NTP			125	mg/L		2011401.ss	17	day	C20114_2011401_05				0143_01	Rat	Male	Fischer 344			142	U/L			123.693	mU/mg	4.355	mU/mg			5	U/L									114.8	mg/dL																			40	mg/dL			0.348	mg/mg													10.6	U/L	9.233	mU/mg			6.5																		1.064	ratio							1.725	mg per mg per n													198	mg/dL			0.1291666666666666666666666666666667	mL/hr
