CHEMICAL_NAME	STUDY_TITLE	ACCESSION_NUMBER	DEPOSITOR_STUDY_NUMBER	ORGANIZATION_NAME	START_DATE	END_DATE	DOSE	DOSE_UNIT	NTP_TOXICOLOGY_TYPE	NTP_TDMS_NUMBER	TIME_IN_STUDY	TIME_IN_STUDY_UNIT	GROUP_NAME	IS_CONTROL_GROUP	TREATMENT_GROUP_TYPE	ROUTE	SUBJECT_NAME	SPECIES_COMMON_NAME	SEX	STRAIN	ALA	ALA_UNIT	ALP	ALP_UNIT	ALPHR	ALPHR_UNIT	AP_CREAT	AP_CREAT_UNIT	ASP_CREAT	ASP_CREAT_UNIT	ASP_HR	ASP_HR_UNIT	AST	AST_UNIT	AVA	AVA_UNIT	BILI	BILI_UNIT	CA	CA_UNIT	CL	CL_UNIT	CREAT	CREAT_UNIT	CREAT_HR	CREAT_HR_UNIT	CRTN_16	CRTN_16_UNIT	CRTN_24	CRTN_24_UNIT	CRTN_48	CRTN_48_UNIT	DECALOL	DECALOL_UNIT	GALAC	GALAC_UNIT	GGT	GGT_UNIT	GGT_CREAT	GGT_CREAT_UNIT	GGT_HR	GGT_HR_UNIT	GLUC	GLUC_UNIT	GLUC_HR	GLUC_HR_UNIT	GLU_CREAT	GLU_CREAT_UNIT	GLU_HR_TIS	GLU_HR_TIS_UNIT	K	K_UNIT	KETONE	KETONE_UNIT	LDH_CREATN	LDH_CREATN_UNIT	MG	MG_UNIT	NA	NA_UNIT	NAG	NAG_UNIT	NAG_CREAT	NAG_CREAT_UNIT	NAG_HR	NAG_HR_UNIT	PH	PH_UNIT	PHOS	PHOS_UNIT	PROTEIN	PROTEIN_UNIT	PRO_CREAT	PRO_CREAT_UNIT	PRO_G_HR	PRO_G_HR_UNIT	PRPB	PRPB_UNIT	PRPB_HR	PRPB_HR_UNIT	RNASE	RNASE_UNIT	SDH	SDH_UNIT	SPGRAV	SPGRAV_UNIT	TCN_LT	TCN_LT_UNIT	TSPROT	TSPROT_UNIT	UBGEN	UBGEN_UNIT	UPRO_CRTN	UPRO_CRTN_UNIT	UREA_CONC	UREA_CONC_UNIT	UREA_HR	UREA_HR_UNIT	URINE_VOL	URINE_VOL_UNIT	UR_BLD	UR_BLD_UNIT	UR_CLAR	UR_CLAR_UNIT	UR_COLOR	UR_COLOR_UNIT	UR_PROT	UR_PROT_UNIT	UR_PROT_HR	UR_PROT_HR_UNIT	UR_VOL_HR	UR_VOL_HR_UNIT
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		5	mg/kg			1	day	5 mg/kg_24 hours				1840069_5_24h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																22	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		5	mg/kg			1	day	5 mg/kg_24 hours				1840070_5_24h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			6.5																																16	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		5	mg/kg			3	day	5 mg/kg_3 days				1840071_5_3d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																21	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		5	mg/kg			3	day	5 mg/kg_3 days				1840072_5_3d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			6																																26	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		5	mg/kg			3	day	5 mg/kg_3 days				1840073_5_3d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																17	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		5	mg/kg			3	day	5 mg/kg_3 days				1840074_5_3d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			6																																15	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		5	mg/kg			3	day	5 mg/kg_3 days				1840075_5_3d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			6																																19	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		5	mg/kg			.17	day	5 mg/kg_4 hours				1840061_5_4h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			8.5																																1	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		5	mg/kg			.17	day	5 mg/kg_4 hours				1840065_5_4h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			9																																1	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		5	mg/kg			7	day	5 mg/kg_7 days				1840076_5_7d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			6.5																																3	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		5	mg/kg			7	day	5 mg/kg_7 days				1840077_5_7d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			6																																16	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		5	mg/kg			7	day	5 mg/kg_7 days				1840078_5_7d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																24	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		5	mg/kg			7	day	5 mg/kg_7 days				1840079_5_7d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			6.5																																25	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		5	mg/kg			7	day	5 mg/kg_7 days				1840080_5_7d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			6.5																																16	ml												
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		150	mg/kg			1	day	High_24 hours				81_High_24 hours			Crl:CD(SD)IGS BR VAF/Plus																			2.8	mg/dL	333.70	mmol/L	43	mg/dL																			9	mg/dL							45	mEq/L					18	mg/dL	104	mEq/L							6.5		118	mg/dL	70.8	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		150	mg/kg			1	day	High_24 hours				82_High_24 hours			Crl:CD(SD)IGS BR VAF/Plus																			2.4	mg/dL	308.85	mmol/L	70	mg/dL																			13	mg/dL							116	mEq/L					18	mg/dL	102	mEq/L							6.5		200	mg/dL	79.6	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		150	mg/kg			1	day	High_24 hours				83_High_24 hours			Crl:CD(SD)IGS BR VAF/Plus																			3.8	mg/dL	184.60	mmol/L	28	mg/dL																			5	mg/dL							52.6	mEq/L					21	mg/dL	55	mEq/L							6.5		116	mg/dL	130.7	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		150	mg/kg			1	day	High_24 hours				84_High_24 hours			Crl:CD(SD)IGS BR VAF/Plus																			4.5	mg/dL	351.45	mmol/L	47	mg/dL																			9	mg/dL							63.6	mEq/L					30	mg/dL	94	mEq/L							6		131	mg/dL	41.8	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		150	mg/kg			1	day	High_24 hours				85_High_24 hours			Crl:CD(SD)IGS BR VAF/Plus																			2.8	mg/dL	259.15	mmol/L	51	mg/dL																			10	mg/dL							86	mEq/L					25	mg/dL	81	mEq/L							6.5		140	mg/dL	105.4	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		150	mg/kg			3	day	High_3 days				86_High_3 days			Crl:CD(SD)IGS BR VAF/Plus																			3.7	mg/dL	127.80	mmol/L	57	mg/dL																			10	mg/dL							45.8	mEq/L					27	mg/dL	60	mEq/L							6.5		203	mg/dL	50.6	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		150	mg/kg			3	day	High_3 days				87_High_3 days			Crl:CD(SD)IGS BR VAF/Plus																			4.1	mg/dL	81.65	mmol/L	30	mg/dL																			4	mg/dL							27.7	mEq/L					17	mg/dL	31	mEq/L							6.5		105	mg/dL	25.9	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		150	mg/kg			3	day	High_3 days				88_High_3 days			Crl:CD(SD)IGS BR VAF/Plus																			2	mg/dL	124.25	mmol/L	54	mg/dL																			11	mg/dL							60.1	mEq/L					24	mg/dL	54	mEq/L							6.5		221	mg/dL	31.8	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		150	mg/kg			3	day	High_3 days				89_High_3 days			Crl:CD(SD)IGS BR VAF/Plus																			1.1	mg/dL	63.90	mmol/L	23	mg/dL																			5	mg/dL							24.7	mEq/L					12	mg/dL	32	mEq/L							6.5		101	mg/dL	33.9	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		150	mg/kg			3	day	High_3 days				90_High_3 days			Crl:CD(SD)IGS BR VAF/Plus																			5	mg/dL	138.45	mmol/L	38	mg/dL																			5	mg/dL							43.5	mEq/L					22	mg/dL	37	mEq/L							6.5		100	mg/dL	30.6	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		150	mg/kg			21	day	Mid_21 days				71_Mid_21 days			Crl:CD(SD)IGS BR VAF/Plus																			9.4	mg/dL	248.50	mmol/L	52	mg/dL																			9	mg/dL							95	mEq/L					36	mg/dL	65	mEq/L							6.5		121	mg/dL	862	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		150	mg/kg			21	day	Mid_21 days				72_Mid_21 days			Crl:CD(SD)IGS BR VAF/Plus																			4.2	mg/dL	365.65	mmol/L	106	mg/dL																			16	mg/dL							182	mEq/L					45	mg/dL	98	mEq/L							6.5		239	mg/dL	420	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		150	mg/kg			21	day	Mid_21 days				73_Mid_21 days			Crl:CD(SD)IGS BR VAF/Plus																			3.2	mg/dL	578.65	mmol/L	122	mg/dL																			24	mg/dL							270	mEq/L					46	mg/dL	107	mEq/L							6.5		288	mg/dL	4394	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		150	mg/kg			21	day	Mid_21 days				74_Mid_21 days			Crl:CD(SD)IGS BR VAF/Plus																			5.7	mg/dL	223.65	mmol/L	62	mg/dL																			11	mg/dL							115	mEq/L					36	mg/dL	68	mEq/L							7		156	mg/dL	779	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		150	mg/kg			21	day	Mid_21 days				75_Mid_21 days			Crl:CD(SD)IGS BR VAF/Plus																			5	mg/dL	131.35	mmol/L	92	mg/dL																			14	mg/dL							175	mEq/L					37	mg/dL	46	mEq/L							7		265	mg/dL	3000	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		20	mg/kg			21	day	Low_21 days				46_Low_21 days			Crl:CD(SD)IGS BR VAF/Plus																			1.7	mg/dL	418.90	mmol/L	100	mg/dL																			15	mg/dL							179	mEq/L					10	mg/dL	126	mEq/L							7		194	mg/dL	125.9	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		20	mg/kg			21	day	Low_21 days				47_Low_21 days			Crl:CD(SD)IGS BR VAF/Plus																			2.2	mg/dL	216.55	mmol/L	52	mg/dL																			9	mg/dL							101	mEq/L					21	mg/dL	59	mEq/L							6.5		117	mg/dL	44.9	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		20	mg/kg			21	day	Low_21 days				48_Low_21 days			Crl:CD(SD)IGS BR VAF/Plus																			1.8	mg/dL	319.50	mmol/L	83	mg/dL																			12	mg/dL							136	mEq/L					11	mg/dL	95	mEq/L							7		167	mg/dL	66	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		20	mg/kg			21	day	Low_21 days				49_Low_21 days			Crl:CD(SD)IGS BR VAF/Plus																			1.9	mg/dL	386.95	mmol/L	86	mg/dL																			15	mg/dL							135	mEq/L					7.1	mg/dL	150	mEq/L							7.5		176	mg/dL	108.4	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		20	mg/kg			21	day	Low_21 days				50_Low_21 days			Crl:CD(SD)IGS BR VAF/Plus																			3.6	mg/dL	301.75	mmol/L	88	mg/dL																			16	mg/dL							172	mEq/L					8	mg/dL	99	mEq/L							7.5		177	mg/dL	152.2	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		20	mg/kg			1	day	Mid_24 hours				56_Mid_24 hours			Crl:CD(SD)IGS BR VAF/Plus																			5.9	mg/dL	568.00	mmol/L	116	mg/dL																			24	mg/dL							296	mEq/L					63	mg/dL	88	mEq/L							6		316	mg/dL	41.7	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		20	mg/kg			1	day	Mid_24 hours				57_Mid_24 hours			Crl:CD(SD)IGS BR VAF/Plus																			4.8	mg/dL	259.15	mmol/L	62	mg/dL																			8	mg/dL							103	mEq/L					29	mg/dL	101	mEq/L							7		172	mg/dL	44.8	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		20	mg/kg			1	day	Mid_24 hours				58_Mid_24 hours			Crl:CD(SD)IGS BR VAF/Plus																			4.5	mg/dL	475.70	mmol/L	71	mg/dL																			15	mg/dL							201	mEq/L					32	mg/dL	99	mEq/L							7		154	mg/dL	45.6	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		20	mg/kg			1	day	Mid_24 hours				59_Mid_24 hours			Crl:CD(SD)IGS BR VAF/Plus																			0.7	mg/dL	81.65	mmol/L	19	mg/dL																			3	mg/dL							42.8	mEq/L					6.5	mg/dL	33	mEq/L							7.5		64	mg/dL	23.4	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		20	mg/kg			1	day	Mid_24 hours				60_Mid_24 hours			Crl:CD(SD)IGS BR VAF/Plus																			2.8	mg/dL	173.95	mmol/L	38	mg/dL																			6	mg/dL							51.8	mEq/L					18	mg/dL	61	mEq/L							7		89	mg/dL	35.5	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		20	mg/kg			3	day	Mid_3 days				61_Mid_3 days			Crl:CD(SD)IGS BR VAF/Plus																			3.6	mg/dL	184.60	mmol/L	44	mg/dL																			6	mg/dL							85	mEq/L					15	mg/dL	72	mEq/L							7.5		114	mg/dL	20.3	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		20	mg/kg			3	day	Mid_3 days				62_Mid_3 days			Crl:CD(SD)IGS BR VAF/Plus																			2.1	mg/dL	110.05	mmol/L	33	mg/dL																			5	mg/dL							37.3	mEq/L					6	mg/dL	50	mEq/L							7.5		78	mg/dL	34.6	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		20	mg/kg			3	day	Mid_3 days				63_Mid_3 days			Crl:CD(SD)IGS BR VAF/Plus																			4.7	mg/dL	795.20	mmol/L	211	mg/dL																			25	mg/dL							276	mEq/L					108	mg/dL	179	mEq/L							6		376	mg/dL	115.1	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		20	mg/kg			3	day	Mid_3 days				64_Mid_3 days			Crl:CD(SD)IGS BR VAF/Plus																			4.8	mg/dL	269.80	mmol/L	77	mg/dL																			14	mg/dL							101	mEq/L					33	mg/dL	124	mEq/L							7		223	mg/dL	57.4	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		20	mg/kg			3	day	Mid_3 days				65_Mid_3 days			Crl:CD(SD)IGS BR VAF/Plus																			4.5	mg/dL	323.05	mmol/L	62	mg/dL																			10	mg/dL							129	mEq/L					10	mg/dL	126	mEq/L							7.5		161	mg/dL	62.4	g/dL																																								
