dose	time_in_study	accession_number	depositor_study_number	organization_name	start_date	end_date	dose_unit	ntp_toxicology_type	ntp_tdms_number	time_in_study_unit	group_name	treatment_group_type	route	subject_name	species_common_name	sex	strain	ur_bld	ur_color	cyto_rep	chemical_name	amino	study_title	ala	ala_unit	alphr	alphr_unit	ap_creat	ap_creat_unit	asp_creat	asp_creat_unit	ast	ast_unit	ava	ava_unit	bili	bili_unit	ca	ca_unit	cl	cl_unit	creat	creat_unit	creat_hr	creat_hr_unit	crtn_24	crtn_24_unit	crtn_48	crtn_48_unit	galac	galac_unit	ggt	ggt_unit	ggt_hr	ggt_hr_unit	gluc	gluc_unit	gluc_hr	gluc_hr_unit	glu_hr_tis	glu_hr_tis_unit	k	k_unit	ketone	ketone_unit	ldh_creatn	ldh_creatn_unit	mg	mg_unit	na	na_unit	nag_creat	nag_creat_unit	nag_hr	nag_hr_unit	ph	ph_unit	phos	phos_unit	protein	protein_unit	pro_g_hr	pro_g_hr_unit	prpb	prpb_unit	sdh	sdh_unit	spgrav	spgrav_unit	tcn_lt	tcn_lt_unit	tsprot	tsprot_unit	ubgen	ubgen_unit	upro_crtn	upro_crtn_unit	urea_conc	urea_conc_unit	urea_hr	urea_hr_unit	urine_vol	urine_vol_unit	ur_prot	ur_prot_unit	ur_prot_hr	ur_prot_hr_unit	ur_vol_hr	ur_vol_hr_unit	updated_at
270.000000000000000	14	002-01748-0003-0000-5	NTP002	NTP	2001	\N	ppm	\N	0000003.ss	hour	C62033_0518004_04	\N	\N	0528_98	Rat	Male	B6C3F1	neg	amber	cytorep_domcument.pdf	alpha-Methylstyrene	amino_acid_interpretation.txt	3-Month Evaluation of the Toxicity (C88124) of Indium Phosphide (22398-80-7) in F344 Rats via Whole Body Respiratory Exposure. NTP Special Study	13.0659	umol/L	7.6164	mU/hr	10205.7405	mU/mg	229.7868	mU/mg	341.4577	U/L	0	\N	0	mg/dL	\N	\N	0	\N	\N	\N	0.166	uM/hour	112.9669	mg/hr	428.5808	mg/hr	0	\N	\N	\N	\N	\N	27.6234	mg/dL	\N	\N	0	\N	0	\N	0	\N	0	\N	0	\N	0	\N	21.7313	mU/mg	3.0544	mg/hr	0	\N	0	\N	0	\N	\N	\N	4.1119	umol/L	8.386	U/L	0	\N	\N	\N	\N	\N	0	\N	\N	\N	1691.0642	mg/dL	\N	\N	\N	\N	461.2891	mg/dL	\N	\N	4.1876	mL/hr	2017-04-10 04:43:20.419614
3750.000000000000000	42	002-00001-0011-000-5	\N	NTP	2001	\N	mg/L	\N	0521603.ss	week	C50522_0000003_02	\N	\N	3603_03	Mouse	Male	Fischer 344	\N	dark yellow	cytorep_image.jpeg	Styrene-Acrylonitrile Trimer	\N	18-Week Evaluation of the Toxicity (C99013) of Styrene-acrylonitrile Trimer (SANTRIMER2) in F344 Rats Exposed via Dosed Feed. NTP Special Study	\N	\N	8.4971	mU/hr	\N	\N	441.0067	mU/mg	199.2285	U/L	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	105.0645	mg/dL	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	0	\N	0	\N	13.9836	mU/mg	\N	\N	\N	\N	0	\N	\N	\N	0	\N	1.7225	umol/L	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	0	\N	570.9124	mg/dL	\N	\N	0	\N	\N	\N	\N	\N	8.1721	mL/hr	2019-11-25 15:48:45.773214
2000.000000000000000	6	002-01658-0002-0000-4	NTP002	NTP	\N	\N	%	\N	0520106.ss	day	C61881_0521603_11	\N	\N	0005_04	Mouse	Male	B6C3F1	negativ	brown	cytorep_domcument.pdf	Stoddard Solvent (Type IIC)	\N	3-Month Evaluation of the Toxicity (C90004) of Propylene Glycol mono-Butyl Ether (5131-66-8) in F344 Rats via Whole Body Respiratory Exposure. NTP Special Study	\N	\N	8.957	mU/hr	12618.9205	mU/mg	\N	\N	\N	\N	0	\N	\N	\N	0	\N	0	\N	\N	\N	0.2534	uM/hour	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	13.3258	mg/hr	\N	\N	0	\N	0	\N	0	\N	5.7515	umol/L	2.0827	U/L	\N	\N	\N	\N	\N	\N	0	\N	0	\N	\N	\N	5.7999	mg/hr	\N	\N	\N	\N	\N	\N	\N	\N	2020-06-09 06:51:20.602014
550.000000000000000	22	002-01039-0004-0000-9	\N	NTP	\N	\N	mg/kg	\N	2011497.ss	day	C62271_0520203_02	\N	\N	0608_03	Rat	Male	Fischer 344	1+	yellow	cytorep_domcument.pdf	Stoddard Solvent (Type IIC)	\N	3-Month Evaluation of the Toxicity (C62191B) of Cupric Sulfate (7758-99-8) in F344 Rats Exposed via Dosed Feed. NTP Special Study	\N	\N	\N	\N	13418.9902	mU/mg	729.8846	mU/mg	425.5739	U/L	0	\N	0	mg/dL	0	\N	0	\N	\N	\N	\N	\N	\N	\N	332.2573	mg/hr	\N	\N	\N	\N	\N	\N	9.0416	mg/dL	\N	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	12.4645	mg/hr	0	\N	0	\N	\N	\N	\N	\N	5.4791	umol/L	5.92	U/L	\N	\N	\N	\N	0	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	4.9808	mL/hr	2020-07-02 08:33:34.051614
4.000000000000000	41	002-01965-0004-0000-7	NTP002	NTP	2001	\N	ppm	\N	2011498.ss	week	C96001_9600105_03	\N	\N	0907_05	Rat	Male	Fischer 344	2	brown	\N	o-Cresol	\N	3-Month Evaluation of the Toxicity (C62033) of Gallium Arsenide (1303-00-0) in F344 Rats via Whole Body Respiratory Exposure. NTP Special Study	\N	\N	10.2241	mU/hr	3135.3083	mU/mg	99.71	mU/mg	293.6511	U/L	0	\N	\N	\N	\N	\N	0	\N	239.2086	mg/dL	\N	\N	271.4451	mg/hr	\N	\N	\N	\N	3999.5909	U/L	\N	\N	\N	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	8.2128	U/L	\N	\N	0	\N	0	\N	0	\N	0	\N	\N	\N	5.1432	mg/hr	\N	\N	51.9052	mg/dL	\N	\N	10.3304	mL/hr	2022-01-07 04:26:14.160414
14.300000000000000	70	002-02748-0005-0000-8	\N	NTP	\N	\N	%	\N	8812401.ss	month	C50522_0513605_10	\N	\N	0618_05	Mouse	Female	B6C3F1	1+	brown	cytorep_image.jpeg	Sodium Selenate	amino_acid_interpretation.txt	3-Month Evaluation of the Toxicity (C88036) of Anthraquinone (84-65-1) in F344 Rats Exposed via Dosed Feed. NTP Special Study	18.7765	umol/L	4.0572	mU/hr	9515.8178	mU/mg	\N	\N	\N	\N	\N	\N	0	mg/dL	0	\N	\N	\N	\N	\N	0.1517	uM/hour	6.9768	mg/hr	419.0037	mg/hr	\N	\N	1187.5561	U/L	31.8505	mU/hr	77.0579	mg/dL	\N	\N	0	\N	\N	\N	\N	\N	0	\N	\N	\N	0	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	933.6204	mg/dL	5.2506	mg/hr	\N	\N	653.4475	mg/dL	0.4335	mg/hr	0.8744	mL/hr	2019-01-24 19:05:13.670814
1600.000000000000000	1	002-01748-0003-0000-5	NTP002	NTP	2001	\N	mg/kg	\N	5611103.ss	week	C88036_8803601_09	\N	\N	0636_98_02_F	Rat	Female	F344	negative	amber	cytorep_image.jpeg	Sodium Cyanide	\N	3-Month Evaluation of the Toxicity (C04308) of Sodium Selenite (10102-18-8) in F344 Rats Exposed via Dosed Water. NTP Special Study	22.2714	umol/L	\N	\N	8748.1203	mU/mg	568.0296	mU/mg	\N	\N	\N	\N	0	mg/dL	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	448.7157	mg/hr	0	\N	946.1882	U/L	54.814	mU/hr	\N	\N	0.0334	mg/hr	\N	\N	0	\N	0	\N	0	\N	0	\N	0	\N	140.0984	mU/mg	\N	\N	0	\N	0	\N	\N	\N	0	\N	2.7925	umol/L	5.1004	U/L	0	\N	0	\N	\N	\N	0	\N	0	\N	149.8241	mg/dL	5.7604	mg/hr	\N	\N	\N	\N	0.4648	mg/hr	12.1643	mL/hr	2019-03-26 03:26:56.554014
1.000000000000000	88	002-02877-0004-0000-0	NTP002	NTP	2001	\N	%	\N	9302605.ss	hour	C61585_0511301_07	\N	\N	0170_03	Mouse	Female	Fischer 344	2	red	cytorep_domcument.pdf	Acetaminophen	amino_acid_interpretation.txt	3-Month Evaluation of the Toxicity (C61585) of Tetrachlorophthalic Anhydride (117-08-8) in F344 Rats Exposed via Gavage. NTP Special Study	22.4566	umol/L	5.9123	mU/hr	\N	\N	464.0903	mU/mg	\N	\N	0	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	361.2775	mg/hr	0	\N	\N	\N	85.148	mU/hr	65.0042	mg/dL	0.0379	mg/hr	0	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	211.2752	mU/mg	\N	\N	0	\N	\N	\N	\N	\N	0	\N	\N	\N	7.6822	U/L	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	7.2797	mg/hr	0	\N	\N	\N	\N	\N	\N	\N	2017-02-08 03:13:18.432414
4000.000000000000000	2	002-02201-0001-0000-8	NTP002	NTP	2001	\N	mg/L	\N	8803601.ss	week	C93025_9302505_04	\N	\N	0258_05	Rat	Male	Fischer 344	neg	dark yellow	cytorep_domcument.pdf	Butanal Oxime	amino_acid_interpret.doc	3-Month Evaluation of the Toxicity (C62191B) of Cupric Sulfate (7758-99-8) in F344 Rats Exposed via Dosed Feed. NTP Special Study	\N	\N	11.6573	mU/hr	7128.2103	mU/mg	\N	\N	\N	\N	0	\N	\N	\N	0	\N	\N	\N	18.8888	mg/dL	0.1723	uM/hour	\N	\N	\N	\N	0	\N	\N	\N	73.7007	mU/hr	63.4945	mg/dL	0.037	mg/hr	0	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	202.3636	mU/mg	8.6699	mg/hr	\N	\N	\N	\N	0	\N	0	\N	\N	\N	2.4097	U/L	0	\N	0	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	20.7443	mg/dL	0.5442	mg/hr	3.9348	mL/hr	2021-01-11 21:10:56.045214
15.000000000000000	15	002-03206-0003-0000-6	NTP002	NTP	\N	\N	%	\N	0000003.ss	month	C20114_2011497_03	\N	\N	0121_05	Rat	Male	F344	2+	brown	\N	Anthraquinone	\N	Evaluation of the Chronic Toxicity and Carcinogenicity (C56111B) of trans-Cinnamaldehyde (14371-10-9) in F344 Rats Exposed via Microcapsules in Feed. NTP Special Study	\N	\N	\N	\N	10958.6919	mU/mg	315.096	mU/mg	464.2896	U/L	\N	\N	\N	\N	\N	\N	\N	\N	113.7672	mg/dL	\N	\N	233.211	mg/hr	\N	\N	\N	\N	\N	\N	\N	\N	89.8739	mg/dL	0.0402	mg/hr	0	\N	\N	\N	0	\N	0	\N	\N	\N	0	\N	70.9112	mU/mg	5.8093	mg/hr	\N	\N	\N	\N	\N	\N	\N	\N	2.3232	umol/L	8.1521	U/L	\N	\N	0	\N	0	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	113.4427	mg/dL	0.3952	mg/hr	\N	\N	2021-12-27 22:06:20.198814
8000.000000000000000	9	002-01818-0001-0000-1	\N	NTP	2001	\N	mg/m3	\N	9902799.ss	hour	C02551_0521303_04	\N	\N	0004_FR224	Mouse	Female	B6C3F1	neg.	clear	cytorep_image.jpeg	Ethylene Glycol Monomethyl Ether (EGMME)	amino_acid_interpretation.txt	3-Month Evaluation of the Toxicity (C88036) of Anthraquinone (84-65-1) in F344 Rats Exposed via Dosed Feed. NTP Special Study	\N	\N	6.5811	mU/hr	\N	\N	\N	\N	\N	\N	\N	\N	0	mg/dL	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	88.5406	mg/hr	\N	\N	\N	\N	34.5055	mU/hr	\N	\N	0.067	mg/hr	0	\N	\N	\N	\N	\N	0	\N	0	\N	0	\N	139.7664	mU/mg	0.5157	mg/hr	\N	\N	0	\N	0	\N	0	\N	3.7591	umol/L	\N	\N	0	\N	\N	\N	0	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2019-05-12 21:26:47.741214
600.000000000000000	9	002-02156-0002-0000-8	NTP002	NTP	\N	\N	mg/m3	\N	0520605.ss	week	C88006B_8800601_01	\N	\N	0537_98_01_F	Mouse	Male	B6C3F1	3+	amber	cytorep_image.jpeg	Gallium Oxide	\N	Evaluation of the Chronic Toxicity and Carcinogenicity (C56224C) of Furfuryl Alcohol (98-00-0) in F344 Rats via Whole Body Respiratory Exposure. NTP Special Study	17.1941	umol/L	\N	\N	\N	\N	\N	\N	49.084	U/L	\N	\N	0	mg/dL	\N	\N	\N	\N	138.7205	mg/dL	\N	\N	285.0095	mg/hr	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.0366	mg/hr	0	\N	0	\N	0	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	2.3269	umol/L	4.4499	U/L	\N	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	5.6683	mg/hr	0	\N	\N	\N	0.0557	mg/hr	\N	\N	2021-07-23 17:14:43.334814
1500.000000000000000	44	002-00001-0011-000-5	\N	NTP	2001	\N	ppm	\N	9600105.ss	day	C20114_2011401_04	\N	\N	0955_05	Mouse	Male	Fischer 344	3+	red	cytorep_domcument.pdf	Propargyl Alcohol	\N	3-Month Evaluation of the Toxicity (C62033) of Gallium Arsenide (1303-00-0) in F344 Rats via Whole Body Respiratory Exposure. NTP Special Study	\N	\N	9.5796	mU/hr	\N	\N	214.7591	mU/mg	438.7632	U/L	\N	\N	0	mg/dL	0	\N	\N	\N	216.7097	mg/dL	0.2804	uM/hour	126.204	mg/hr	439.418	mg/hr	0	\N	814.3061	U/L	36.6098	mU/hr	14.841	mg/dL	\N	\N	0	\N	0	\N	0	\N	0	\N	0	\N	0	\N	66.3294	mU/mg	7.8962	mg/hr	0	\N	0	\N	0	\N	0	\N	4.5736	umol/L	\N	\N	0	\N	0	\N	0	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2020-09-04 03:24:16.022814
750.000000000000000	90	002-01039-0004-0000-9	NTP002	NTP	2001	\N	mg/kg	\N	0519903.ss	day	C88036_8803601_06	\N	\N	0005_01	Mouse	Female	B6C3F1	1+	clear	cytorep_image.jpeg	Anthraquinone	\N	3-Month Evaluation of the Toxicity (C62033) of Gallium Arsenide (1303-00-0) in F344 Rats via Whole Body Respiratory Exposure. NTP Special Study	16.1077	umol/L	6.8057	mU/hr	\N	\N	7.0643	mU/mg	\N	\N	0	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	440.0055	mg/hr	\N	\N	2610.1417	U/L	\N	\N	\N	\N	0.0216	mg/hr	\N	\N	\N	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	10.5404	mg/hr	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	4.4057	mL/hr	2021-07-27 21:07:48.989214
16.000000000000000	80	002-02833-0002-0000-0	NTP002	NTP	\N	\N	%	\N	0520203.ss	day	C56224C_0520105_03	\N	\N	3647_03	Mouse	Female	Fischer 344	negative	yellow	\N	Butanal Oxime	amino_acid_interpretation.txt	3-Month Evaluation of the Toxicity (C61949) of 1,2,4,5-Tetrachlorobenzene (95-94-3) in F344 Rats Exposed via Dosed Feed. NTP Special Study	\N	\N	\N	\N	\N	\N	\N	\N	95.4105	U/L	\N	\N	0	mg/dL	0	\N	\N	\N	\N	\N	\N	\N	122.7174	mg/hr	\N	\N	0	\N	1183.2871	U/L	35.858	mU/hr	103.6813	mg/dL	\N	\N	0	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	166.9301	mU/mg	10.5135	mg/hr	0	\N	0	\N	0	\N	\N	\N	1.4981	umol/L	0.2678	U/L	\N	\N	\N	\N	0	\N	\N	\N	0	\N	\N	\N	5.7438	mg/hr	\N	\N	\N	\N	0.4819	mg/hr	\N	\N	2017-04-28 00:31:04.522014
15000.000000000000000	42	002-01818-0001-0000-1	\N	NTP	2001	\N	mg/kg	\N	9700803.fixtime	day	C62033_0518004_07	\N	\N	0006_MR02	Rat	Female	Fischer 344	1	yellow	cytorep_domcument.pdf	Sodium Dichromate Dihydrate (VI)	amino_acid_interpretation.txt	3-Month Evaluation of the Toxicity (C88036) of Anthraquinone (84-65-1) in F344 Rats Exposed via Dosed Feed. NTP Special Study	9.3708	umol/L	\N	\N	9858.3072	mU/mg	500.8618	mU/mg	\N	\N	0	\N	0	mg/dL	\N	\N	0	\N	137.6505	mg/dL	\N	\N	234.4885	mg/hr	421.1367	mg/hr	\N	\N	1015.3483	U/L	\N	\N	78.0628	mg/dL	\N	\N	0	\N	0	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	0	\N	0	\N	0	\N	0	\N	\N	\N	1.5497	U/L	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	45.3286	mg/dL	\N	\N	0.336	mL/hr	2019-02-19 00:15:40.042014
25.000000000000000	82	002-01818-0001-0000-1	\N	NTP	2001	\N	mg/L	\N	2011497.ss	hour	C61983A_0516001_02	\N	\N	0657_05	Mouse	Male	F344	1	light yellow	cytorep_domcument.pdf	Acetaminophen	amino_acid_interpretation.txt	Evaluation of the Chronic Toxicity and Carcinogenicity (C20114) of Sodium Dichromate Dihydrate (VI) (7789-12-0) in B6C3F1 Mice Exposed via Dosed Water. NTP Special Study	\N	\N	9.2007	mU/hr	14423.8491	mU/mg	\N	\N	\N	\N	\N	\N	0	mg/dL	\N	\N	\N	\N	\N	\N	0.1448	uM/hour	\N	\N	\N	\N	0	\N	\N	\N	86.0472	mU/hr	\N	\N	0.0501	mg/hr	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	8.7084	mg/hr	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	0	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	0	\N	366.615	mg/dL	\N	\N	\N	\N	2017-03-19 07:45:13.603614
33.000000000000000	81	002-02816-0002-0000-1	NTP002	NTP	\N	\N	%	\N	2011498.ss	hour	C50522_0000003_01	\N	\N	0450_98	Rat	Female	Fischer 344	\N	\N	cytorep_domcument.pdf	Indium Phosphide	amino_acid_interpretation.txt	Evaluation of the Chronic Toxicity and Carcinogenicity (C20114) of Sodium Dichromate Dihydrate (VI) (7789-12-0) in B6C3F1 Mice Exposed via Dosed Water. NTP Special Study	\N	\N	\N	\N	\N	\N	344.8896	mU/mg	\N	\N	0	\N	0	mg/dL	\N	\N	0	\N	201.9367	mg/dL	0.0411	uM/hour	125.3586	mg/hr	112.0633	mg/hr	\N	\N	720.2311	U/L	\N	\N	\N	\N	0.0346	mg/hr	0	\N	\N	\N	\N	\N	0	\N	\N	\N	0	\N	\N	\N	\N	\N	0	\N	0	\N	0	\N	0	\N	3.2324	umol/L	\N	\N	\N	\N	0	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	0	\N	462.6018	mg/dL	\N	\N	\N	\N	2020-03-03 14:52:00.403614
3.000000000000000	18	002-03206-0003-0000-6	NTP002	NTP	2001	\N	ppm	\N	0516403.ss	day	C55367C_0514205_12	\N	\N	0906_04	Rat	Male	F344	neg	clear	\N	Chloroprene	amino_acid_interpret.doc	Evaluation of the Chronic Toxicity and Carcinogenicity (C99027) of Chromium Picolinate Monohydrate (27882-76-4) in F344 Rats Exposed via Dosed Feed. NTP Special Study	\N	\N	18.9383	mU/hr	13875.6539	mU/mg	70.8512	mU/mg	34.3633	U/L	0	\N	0	mg/dL	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	95.931	mU/hr	91.9622	mg/dL	0.0039	mg/hr	\N	\N	0	\N	\N	\N	0	\N	\N	\N	\N	\N	150.6506	mU/mg	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	4.5963	umol/L	6.8696	U/L	0	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	713.4157	mg/dL	0.1186	mg/hr	\N	\N	2021-11-14 21:50:18.739614
94.000000000000000	9	002-02841-0005-0000-2	NTP002	NTP	\N	\N	mg/kg	\N	8803601.ss	week	C99013_9901303_09	\N	\N	0435_98	Mouse	Female	F344	\N	light yellow	cytorep_domcument.pdf	Gallium Arsenide	\N	3-Month Evaluation of the Toxicity (C50522) of Chloroprene (126-99-8) in F344 Rats via Whole Body Respiratory Exposure. NTP Special Study	\N	\N	9.2709	mU/hr	11829.2134	mU/mg	423.735	mU/mg	457.7726	U/L	0	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	0	\N	\N	\N	0	\N	0	\N	0	\N	60.9344	mU/mg	\N	\N	0	\N	\N	\N	0	\N	0	\N	0.3384	umol/L	6.6224	U/L	\N	\N	0	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	0	\N	394.749	mg/dL	\N	\N	6.033	mL/hr	2019-09-17 22:13:07.747614
37.000000000000000	7	002-01658-0002-0000-4	NTP002	NTP	2001	\N	ppm	\N	\N	week	C61949_0516403_24	\N	\N	0003_MM118	Rat	Male	B6C3F1	neg.	light yellow	cytorep_domcument.pdf	Ethylene Glycol Monomethyl Ether (EGMME)	amino_acid_interpretation.txt	3-Month Evaluation of the Toxicity (C61949) of 1,2,4,5-Tetrachlorobenzene (95-94-3) in F344 Rats Exposed via Dosed Feed. NTP Special Study	11.3122	umol/L	1.4202	mU/hr	\N	\N	\N	\N	\N	\N	\N	\N	0	mg/dL	\N	\N	0	\N	\N	\N	\N	\N	22.5251	mg/hr	\N	\N	\N	\N	2888.5831	U/L	30.132	mU/hr	\N	\N	\N	\N	0	\N	0	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	0	\N	0	\N	\N	\N	2.2675	U/L	0	\N	0	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	2019-06-06 22:46:27.648414
3750.000000000000000	48	002-02832-0002-0000-9	\N	NTP	\N	\N	mg/kg	\N	8812401.ss	day	C62191B_0520605_03	\N	\N	0953_05	Rat	Female	Fischer 344	3	brown	cytorep_domcument.pdf	1,2,4,5-Tetrachlorobenzene	amino_acid_interpretation.txt	Evaluation of the Chronic Toxicity and Carcinogenicity (C20114) of Sodium Dichromate Dihydrate (VI) (7789-12-0) in B6C3F1 Mice Exposed via Dosed Water. NTP Special Study	\N	\N	20.2527	mU/hr	8963.3663	mU/mg	\N	\N	\N	\N	0	\N	\N	\N	\N	\N	0	\N	\N	\N	0.2252	uM/hour	\N	\N	111.3883	mg/hr	0	\N	\N	\N	47.653	mU/hr	\N	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	99.8322	mU/mg	\N	\N	0	\N	0	\N	0	\N	0	\N	\N	\N	\N	\N	0	\N	\N	\N	0	\N	\N	\N	\N	\N	320.6632	mg/dL	\N	\N	\N	\N	559.4596	mg/dL	0.1613	mg/hr	4.4466	mL/hr	2020-10-06 20:48:59.136414
0.120000000000000	7	002-01658-0002-0000-4	NTP002	NTP	2001	\N	%	\N	0517603.ss	hour	C99013_9901303_05	\N	\N	0554_05	Mouse	Female	Fischer 344	3+	amber	\N	Styrene-Acrylonitrile Trimer	amino_acid_interpret.doc	3-Month Evaluation of the Toxicity (C93025) of Tetralin (119-64-2) in F344 Rats via Whole Body Respiratory Exposure. NTP Special Study	\N	\N	8.6492	mU/hr	\N	\N	597.4063	mU/mg	\N	\N	0	\N	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	269.3787	mg/hr	462.3934	mg/hr	0	\N	\N	\N	17.2561	mU/hr	\N	\N	0.0034	mg/hr	0	\N	0	\N	\N	\N	\N	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	0	\N	0	\N	0	\N	0.4884	umol/L	\N	\N	0	\N	\N	\N	\N	\N	0	\N	0	\N	462.0499	mg/dL	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2021-10-05 06:29:40.454814
10.000000000000000	2	002-02161-0006-0000-8	NTP002	NTP	2001	\N	ppm	\N	0519603.ss	week	C93025_9302505_06	\N	\N	0460_98	Mouse	Female	B6C3F1	1	\N	\N	Tetrachlorophthalic Anhydride	amino_acid_interpretation.txt	3-Month Evaluation of the Toxicity (C20114) of Sodium Dichromate Dihydrate (VI) (7789-12-0) in F344 Rats Exposed via Dosed Water. NTP Special Study	12.9961	umol/L	\N	\N	\N	\N	\N	\N	503.1763	U/L	\N	\N	0	mg/dL	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	969.5074	U/L	11.8339	mU/hr	105.7838	mg/dL	\N	\N	\N	\N	0	\N	0	\N	0	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	0	\N	0	\N	1.7664	umol/L	\N	\N	\N	\N	\N	\N	\N	\N	0	\N	0	\N	\N	\N	5.6752	mg/hr	\N	\N	541.1199	mg/dL	0.1324	mg/hr	1.8836	mL/hr	2019-04-14 20:59:15.773214
1875.000000000000000	18	002-02816-0002-0000-1	NTP002	NTP	2001	\N	ppm	\N	8812401.ss	hour	C88006B_8800601_12	\N	\N	0519_99	Rat	Female	F344	1+	amber	cytorep_image.jpeg	trans-Cinnamaldehyde	amino_acid_interpretation.txt	3-Month Evaluation of the Toxicity (C62077) of 2-Butoxyethanol (Ethylene Glycol Monobutyl Ether) (111-76-2) in F344 Rats Exposed via Dosed Water. NTP Special Study	\N	\N	\N	\N	5205.3519	mU/mg	\N	\N	52.7031	U/L	\N	\N	0	mg/dL	0	\N	0	\N	\N	\N	0.1238	uM/hour	186.2261	mg/hr	121.6737	mg/hr	0	\N	\N	\N	33.1877	mU/hr	24.0635	mg/dL	0.0451	mg/hr	0	\N	0	\N	\N	\N	\N	\N	0	\N	\N	\N	116.5698	mU/mg	3.5736	mg/hr	0	\N	\N	\N	\N	\N	\N	\N	0.8417	umol/L	\N	\N	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	5.0693	mg/hr	\N	\N	285.4832	mg/dL	0.5447	mg/hr	\N	\N	2019-04-27 17:16:38.333214
